BabbBrosBBQ,2,2,2015,Arlington,3.5,2,,American(Traditional),1,10,3.6,1,1,1,5,2,0,0,0,0,0,0,0
BabbBrosBBQ,2,2,2016,Arlington,3.5,2,,American(Traditional),10,57,3.561403509,2,12,10,18,15,9,3.444444444,1,1,2,3,2
BabbBrosBBQ,2,2,2017,Arlington,3.5,2,,American(Traditional),3,29,3.586206897,1,3,8,12,5,3,2,0,3,0,0,0
Baboush,4,3,2014,Allen,4,2,Mediterranean,Moroccan,3,21,3.904761905,1,1,4,8,7,6,3.666666667,2,0,0,0,4
Baboush,4,3,2015,Allen,4,2,Mediterranean,Moroccan,14,50,3.82,3,4,6,23,14,16,4.75,0,0,0,4,12
Baboush,4,3,2016,Allen,4,2,Mediterranean,Moroccan,16,53,3.886792453,3,2,9,23,16,11,4,0,1,3,2,5
Baboush,4,3,2017,Allen,4,2,Mediterranean,Moroccan,6,48,4.395833333,1,0,4,17,26,3,4.666666667,0,0,0,1,2
BabyBackShak,2,5,2011,Houston,4,2,Barbeque,American(Traditional),0,2,4,0,0,0,2,0,0,0,0,0,0,0,0
BabyBackShak,2,5,2012,Houston,4,2,Barbeque,American(Traditional),2,8,4.25,0,0,1,4,3,0,0,0,0,0,0,0
BabyBackShak,2,5,2013,Houston,4,2,Barbeque,American(Traditional),3,10,4.2,0,0,3,2,5,4,3.25,0,2,0,1,1
BabyBackShak,2,5,2014,Houston,4,2,Barbeque,American(Traditional),3,11,4.636363636,0,0,1,2,8,0,0,0,0,0,0,0
BabyBackShak,2,5,2015,Houston,4,2,Barbeque,American(Traditional),1,9,3.111111111,1,4,0,1,3,2,5,0,0,0,0,2
BabyBackShak,2,5,2016,Houston,4,2,Barbeque,American(Traditional),4,13,3.461538462,1,1,3,7,1,1,1,1,0,0,0,0
BabyBackShak,2,5,2017,Houston,4,2,Barbeque,American(Traditional),2,7,4.428571429,0,0,1,2,4,0,0,0,0,0,0,0
BachmanTacos,33,3,2014,Austin,4.5,1,,Mexican,0,2,4.5,0,0,0,1,1,0,0,0,0,0,0,0
BachmanTacos,33,3,2016,Austin,4.5,1,,Mexican,2,7,4.428571429,0,0,0,4,3,0,0,0,0,0,0,0
BachmanTacos,33,3,2017,Austin,4.5,1,,Mexican,0,2,3.5,0,1,0,0,1,0,0,0,0,0,0,0
Bailey’sCafe,5,3,2014,Arlington,4,1,,,1,2,2.5,0,1,1,0,0,1,5,0,0,0,0,1
Bailey’sCafe,5,3,2015,Arlington,4,1,,,0,2,5,0,0,0,0,2,4,4.75,0,0,0,1,3
Bailey’sCafe,5,3,2016,Arlington,4,1,,,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0
Bailey’sCafe,5,3,2017,Arlington,4,1,,,0,1,5,0,0,0,0,1,7,4.857142857,0,0,0,1,6
BakerBrosAmericanDeli,15,7,2010,Houston,3,1,Sandwiches,American(New),0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
BakerBrosAmericanDeli,15,7,2011,Houston,3,1,Sandwiches,American(New),2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
BakerBrosAmericanDeli,15,7,2012,Houston,3,1,Sandwiches,American(New),0,2,3.5,0,0,1,1,0,0,0,0,0,0,0,0
BakerBrosAmericanDeli,15,7,2013,Houston,3,1,Sandwiches,American(New),1,4,3.25,0,0,3,1,0,0,0,0,0,0,0,0
BakerBrosAmericanDeli,15,7,2014,Houston,3,1,Sandwiches,American(New),1,5,2.4,2,1,1,0,1,0,0,0,0,0,0,0
BakerBrosAmericanDeli,15,7,2015,Houston,3,1,Sandwiches,American(New),2,6,3.166666667,1,1,1,2,1,3,2.666666667,1,0,1,1,0
BakerBrosAmericanDeli,15,7,2016,Houston,3,1,Sandwiches,American(New),1,7,3.571428571,0,2,1,2,2,0,0,0,0,0,0,0
BakerBrosAmericanDeli,15,7,2017,Houston,3,1,Sandwiches,American(New),1,3,3,1,0,0,2,0,0,0,0,0,0,0,0
Baker’sRibs,9,2,2015,Richardson,3.5,2,Barbeque,American(Traditional),1,6,3.333333333,0,0,4,2,0,1,5,0,0,0,0,1
Baker’sRibs,9,2,2016,Richardson,3.5,2,Barbeque,American(Traditional),3,9,3.444444444,1,2,1,2,3,5,4,1,0,0,1,3
Baker’sRibs,9,2,2017,Richardson,3.5,2,Barbeque,American(Traditional),3,10,3.1,2,1,3,2,2,1,4,0,0,0,1,0
BallsHamburgers,9,5,2011,Allen,3.5,1,Burgers,American(New),0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
BallsHamburgers,9,5,2012,Allen,3.5,1,Burgers,American(New),3,7,3.428571429,1,1,1,2,2,1,5,0,0,0,0,1
BallsHamburgers,9,5,2013,Allen,3.5,1,Burgers,American(New),0,5,3.6,0,0,3,1,1,3,3.666666667,1,0,0,0,2
BallsHamburgers,9,5,2014,Allen,3.5,1,Burgers,American(New),1,10,3.4,0,2,4,2,2,2,4.5,0,0,0,1,1
BallsHamburgers,9,5,2015,Allen,3.5,1,Burgers,American(New),1,5,3.4,1,0,1,2,1,4,2.25,1,2,0,1,0
BallsHamburgers,9,5,2016,Allen,3.5,1,Burgers,American(New),2,12,3.166666667,1,2,4,4,1,0,0,0,0,0,0,0
BallsHamburgers,9,5,2017,Allen,3.5,1,Burgers,American(New),2,6,3,1,2,0,2,1,0,0,0,0,0,0,0
BananaLeaf,2,6,2009,Allen,4,2,,Thai,0,1,4,0,0,0,1,0,1,2,0,1,0,0,0
BananaLeaf,2,6,2010,Allen,4,2,,Thai,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0
